"Review","FinancialYear","HBR","CA","MotherAgeGroup","ValidReviews","CurrentFeedingExclusiveBreast","CurrentFeedingMixed","CurrentFeedingFormula","CurrentFeedingOther","CurrentFeedingCowsMilk","CurrentFeedingOverallBreast","EverBreastfed","ExclusivelyBreastfedSinceBirth"
"6-8 Weeks","2005/06","RA2704","RA2704","30-34",38,14,4,20,0,0,18,0,0
"6-8 Weeks","2005/06","RA2704","RA2704","35-39",18,9,1,8,0,0,10,0,0
"6-8 Weeks","2005/06","RA2704","RA2704","40 and over",2,2,0,0,0,0,2,0,0
"6-8 Weeks","2005/06","RA2704","RA2704","Invalid or missing",3,1,1,1,0,0,2,0,0
"6-8 Weeks","2005/06","S08000015","S12000008","under 20",103,8,3,92,0,0,11,0,0
"6-8 Weeks","2005/06","S08000015","S12000008","20-24",236,41,8,187,0,0,49,0,0
"6-8 Weeks","2005/06","S08000015","S12000008","25-29",265,51,17,197,0,0,68,0,0
"6-8 Weeks","2005/06","S08000015","S12000008","30-34",291,87,25,179,0,0,112,0,0
"6-8 Weeks","2005/06","S08000015","S12000008","35-39",141,40,8,93,0,0,48,0,0
"6-8 Weeks","2005/06","S08000015","S12000008","40 and over",32,10,3,19,0,0,13,0,0
"6-8 Weeks","2005/06","S08000015","S12000008","Invalid or missing",78,14,7,57,0,0,21,0,0
"6-8 Weeks","2005/06","S08000015","S12000021","under 20",114,15,3,96,0,0,18,0,0
"6-8 Weeks","2005/06","S08000015","S12000021","20-24",288,29,10,249,0,0,39,0,0
"6-8 Weeks","2005/06","S08000015","S12000021","25-29",343,63,24,256,0,0,87,0,0
"6-8 Weeks","2005/06","S08000015","S12000021","30-34",338,106,21,211,0,0,127,0,0
"6-8 Weeks","2005/06","S08000015","S12000021","35-39",179,57,21,101,0,0,78,0,0
"6-8 Weeks","2005/06","S08000015","S12000021","40 and over",36,13,4,19,0,0,17,0,0
"6-8 Weeks","2005/06","S08000015","S12000021","Invalid or missing",46,8,1,37,0,0,9,0,0
"6-8 Weeks","2005/06","S08000015","S12000028","under 20",89,6,0,83,0,0,6,0,0
"6-8 Weeks","2005/06","S08000015","S12000028","20-24",158,24,8,126,0,0,32,0,0
"6-8 Weeks","2005/06","S08000015","S12000028","25-29",207,53,11,143,0,0,64,0,0
"6-8 Weeks","2005/06","S08000015","S12000028","30-34",265,90,25,150,0,0,115,0,0
"6-8 Weeks","2005/06","S08000015","S12000028","35-39",159,51,24,84,0,0,75,0,0
"6-8 Weeks","2005/06","S08000015","S12000028","40 and over",33,10,8,15,0,0,18,0,0
"6-8 Weeks","2005/06","S08000015","S12000028","Invalid or missing",19,4,3,12,0,0,7,0,0
"6-8 Weeks","2005/06","S08000016","S12000026","under 20",54,6,5,43,0,0,11,0,0
"6-8 Weeks","2005/06","S08000016","S12000026","20-24",145,23,14,108,0,0,37,0,0
"6-8 Weeks","2005/06","S08000016","S12000026","25-29",206,57,20,129,0,0,77,0,0
"6-8 Weeks","2005/06","S08000016","S12000026","30-34",274,127,44,103,0,0,171,0,0
"6-8 Weeks","2005/06","S08000016","S12000026","35-39",181,100,17,64,0,0,117,0,0
"6-8 Weeks","2005/06","S08000016","S12000026","40 and over",36,20,7,9,0,0,27,0,0
"6-8 Weeks","2005/06","S08000016","S12000026","Invalid or missing",13,7,0,6,0,0,7,0,0
"6-8 Weeks","2005/06","S08000017","S12000006","under 20",119,17,7,95,0,0,24,0,0
"6-8 Weeks","2005/06","S08000017","S12000006","20-24",303,48,22,233,0,0,70,0,0
"6-8 Weeks","2005/06","S08000017","S12000006","25-29",286,80,26,180,0,0,106,0,0
"6-8 Weeks","2005/06","S08000017","S12000006","30-34",359,112,54,193,0,0,166,0,0
"6-8 Weeks","2005/06","S08000017","S12000006","35-39",181,70,28,83,0,0,98,0,0
"6-8 Weeks","2005/06","S08000017","S12000006","40 and over",41,10,6,25,0,0,16,0,0
"6-8 Weeks","2005/06","S08000017","S12000006","Invalid or missing",70,19,8,43,0,0,27,0,0
"6-8 Weeks","2005/06","S08000019","S12000005","under 20",31,2,2,27,0,0,4,0,0
"6-8 Weeks","2005/06","S08000019","S12000005","20-24",96,10,2,84,0,0,12,0,0
"6-8 Weeks","2005/06","S08000019","S12000005","25-29",113,22,6,85,0,0,28,0,0
"6-8 Weeks","2005/06","S08000019","S12000005","30-34",97,25,17,55,0,0,42,0,0
"6-8 Weeks","2005/06","S08000019","S12000005","35-39",64,25,6,33,0,0,31,0,0
"6-8 Weeks","2005/06","S08000019","S12000005","40 and over",13,6,1,6,0,0,7,0,0
"6-8 Weeks","2005/06","S08000019","S12000005","Invalid or missing",7,1,0,6,0,0,1,0,0
"6-8 Weeks","2005/06","S08000019","S12000014","under 20",106,4,4,98,0,0,8,0,0
"6-8 Weeks","2005/06","S08000019","S12000014","20-24",292,40,12,240,0,0,52,0,0
"6-8 Weeks","2005/06","S08000019","S12000014","25-29",402,91,17,294,0,0,108,0,0
"6-8 Weeks","2005/06","S08000019","S12000014","30-34",501,152,29,320,0,0,181,0,0
"6-8 Weeks","2005/06","S08000019","S12000014","35-39",245,78,18,149,0,0,96,0,0
"6-8 Weeks","2005/06","S08000019","S12000014","40 and over",41,12,3,26,0,0,15,0,0
"6-8 Weeks","2005/06","S08000019","S12000014","Invalid or missing",32,7,1,24,0,0,8,0,0
"6-8 Weeks","2005/06","S08000019","S12000030","under 20",50,2,0,48,0,0,2,0,0
"6-8 Weeks","2005/06","S08000019","S12000030","20-24",93,14,9,70,0,0,23,0,0
"6-8 Weeks","2005/06","S08000019","S12000030","25-29",139,40,12,87,0,0,52,0,0
"6-8 Weeks","2005/06","S08000019","S12000030","30-34",276,113,36,127,0,0,149,0,0
"6-8 Weeks","2005/06","S08000019","S12000030","35-39",155,81,22,52,0,0,103,0,0
"6-8 Weeks","2005/06","S08000019","S12000030","40 and over",29,10,2,17,0,0,12,0,0
"6-8 Weeks","2005/06","S08000019","S12000030","Invalid or missing",18,5,2,11,0,0,7,0,0
"6-8 Weeks","2005/06","S08000022","S12000017","under 20",1,0,0,1,0,0,0,0,0
"6-8 Weeks","2005/06","S08000022","S12000017","20-24",1,0,0,1,0,0,0,0,0
"6-8 Weeks","2005/06","S08000022","S12000017","25-29",1,0,0,1,0,0,0,0,0
"6-8 Weeks","2005/06","S08000022","S12000017","30-34",6,4,1,1,0,0,5,0,0
"6-8 Weeks","2005/06","S08000022","S12000017","35-39",1,1,0,0,0,0,1,0,0
"6-8 Weeks","2005/06","S08000022","S12000035","under 20",42,7,1,34,0,0,8,0,0
"6-8 Weeks","2005/06","S08000022","S12000035","20-24",106,26,6,74,0,0,32,0,0
"6-8 Weeks","2005/06","S08000022","S12000035","25-29",144,41,19,84,0,0,60,0,0
"6-8 Weeks","2005/06","S08000022","S12000035","30-34",181,75,15,91,0,0,90,0,0
"6-8 Weeks","2005/06","S08000022","S12000035","35-39",154,74,20,60,0,0,94,0,0
"6-8 Weeks","2005/06","S08000022","S12000035","40 and over",31,14,5,12,0,0,19,0,0
"6-8 Weeks","2005/06","S08000022","S12000035","Invalid or missing",33,11,4,18,0,0,15,0,0
"6-8 Weeks","2005/06","S08000024","S12000010","under 20",63,4,2,57,0,0,6,0,0
"6-8 Weeks","2005/06","S08000024","S12000010","20-24",136,17,6,113,0,0,23,0,0
"6-8 Weeks","2005/06","S08000024","S12000010","25-29",205,71,18,116,0,0,89,0,0
"6-8 Weeks","2005/06","S08000024","S12000010","30-34",336,154,43,139,0,0,197,0,0
"6-8 Weeks","2005/06","S08000024","S12000010","35-39",208,95,23,90,0,0,118,0,0
"6-8 Weeks","2005/06","S08000024","S12000010","40 and over",39,21,3,15,0,0,24,0,0
"6-8 Weeks","2005/06","S08000024","S12000010","Invalid or missing",1,1,0,0,0,0,1,0,0
"6-8 Weeks","2005/06","S08000024","S12000019","under 20",53,0,2,51,0,0,2,0,0
"6-8 Weeks","2005/06","S08000024","S12000019","20-24",149,25,7,117,0,0,32,0,0
"6-8 Weeks","2005/06","S08000024","S12000019","25-29",188,44,25,119,0,0,69,0,0
"6-8 Weeks","2005/06","S08000024","S12000019","30-34",287,110,26,151,0,0,136,0,0
"6-8 Weeks","2005/06","S08000024","S12000019","35-39",131,42,14,75,0,0,56,0,0
"6-8 Weeks","2005/06","S08000024","S12000019","40 and over",23,7,2,14,0,0,9,0,0
"6-8 Weeks","2005/06","S08000024","S12000019","Invalid or missing",3,0,0,3,0,0,0,0,0
"6-8 Weeks","2005/06","S08000024","S12000036","under 20",284,30,6,248,0,0,36,0,0
"6-8 Weeks","2005/06","S08000024","S12000036","20-24",615,138,46,431,0,0,184,0,0
"6-8 Weeks","2005/06","S08000024","S12000036","25-29",902,333,144,425,0,0,477,0,0
"6-8 Weeks","2005/06","S08000024","S12000036","30-34",1424,727,222,475,0,0,949,0,0
"6-8 Weeks","2005/06","S08000024","S12000036","35-39",935,488,162,285,0,0,650,0,0
"6-8 Weeks","2005/06","S08000024","S12000036","40 and over",212,108,51,53,0,0,159,0,0
"6-8 Weeks","2005/06","S08000024","S12000036","Invalid or missing",24,12,6,6,0,0,18,0,0
"6-8 Weeks","2005/06","S08000024","S12000040","under 20",135,7,4,124,0,0,11,0,0
"6-8 Weeks","2005/06","S08000024","S12000040","20-24",360,58,15,287,0,0,73,0,0
"6-8 Weeks","2005/06","S08000024","S12000040","25-29",523,144,50,329,0,0,194,0,0
"6-8 Weeks","2005/06","S08000024","S12000040","30-34",601,205,54,342,0,0,259,0,0
"6-8 Weeks","2005/06","S08000024","S12000040","35-39",327,111,33,183,0,0,144,0,0
"6-8 Weeks","2005/06","S08000024","S12000040","40 and over",54,20,8,26,0,0,28,0,0
"6-8 Weeks","2005/06","S08000024","S12000040","Invalid or missing",2,1,1,0,0,0,2,0,0
"6-8 Weeks","2005/06","S08000029","S12000047","under 20",255,17,8,230,0,0,25,0,0
"6-8 Weeks","2005/06","S08000029","S12000047","20-24",649,98,37,514,0,0,135,0,0
"6-8 Weeks","2005/06","S08000029","S12000047","25-29",815,224,84,507,0,0,308,0,0
"6-8 Weeks","2005/06","S08000029","S12000047","30-34",961,349,91,521,0,0,440,0,0
"6-8 Weeks","2005/06","S08000029","S12000047","35-39",486,192,43,251,0,0,235,0,0
"6-8 Weeks","2005/06","S08000029","S12000047","40 and over",67,27,6,34,0,0,33,0,0
"6-8 Weeks","2005/06","S08000029","S12000047","Invalid or missing",43,15,3,25,0,0,18,0,0
"6-8 Weeks","2005/06","S08000030","S12000041","under 20",80,9,1,70,0,0,10,0,0
"6-8 Weeks","2005/06","S08000030","S12000041","20-24",215,33,10,172,0,0,43,0,0
"6-8 Weeks","2005/06","S08000030","S12000041","25-29",267,74,22,171,0,0,96,0,0
"6-8 Weeks","2005/06","S08000030","S12000041","30-34",290,93,29,168,0,0,122,0,0
"6-8 Weeks","2005/06","S08000030","S12000041","35-39",163,67,12,84,0,0,79,0,0
"6-8 Weeks","2005/06","S08000030","S12000041","40 and over",29,14,4,11,0,0,18,0,0
"6-8 Weeks","2005/06","S08000030","S12000041","Invalid or missing",2,0,0,2,0,0,0,0,0
"6-8 Weeks","2005/06","S08000030","S12000042","under 20",155,14,3,138,0,0,17,0,0
"6-8 Weeks","2005/06","S08000030","S12000042","20-24",338,65,15,258,0,0,80,0,0
"6-8 Weeks","2005/06","S08000030","S12000042","25-29",371,101,35,235,0,0,136,0,0
"6-8 Weeks","2005/06","S08000030","S12000042","30-34",306,87,39,180,0,0,126,0,0
"6-8 Weeks","2005/06","S08000030","S12000042","35-39",180,56,20,104,0,0,76,0,0
"6-8 Weeks","2005/06","S08000030","S12000042","40 and over",33,12,3,18,0,0,15,0,0
"6-8 Weeks","2005/06","S08000030","S12000042","Invalid or missing",7,3,0,4,0,0,3,0,0
"6-8 Weeks","2005/06","S08000030","S12000048","under 20",77,10,6,61,0,0,16,0,0
"6-8 Weeks","2005/06","S08000030","S12000048","20-24",187,29,17,141,0,0,46,0,0
"6-8 Weeks","2005/06","S08000030","S12000048","25-29",281,96,34,151,0,0,130,0,0
"6-8 Weeks","2005/06","S08000030","S12000048","30-34",399,183,49,167,0,0,232,0,0
"6-8 Weeks","2005/06","S08000030","S12000048","35-39",260,117,49,94,0,0,166,0,0
"6-8 Weeks","2005/06","S08000030","S12000048","40 and over",48,25,9,14,0,0,34,0,0
"6-8 Weeks","2005/06","S08000030","S12000048","Invalid or missing",4,2,1,1,0,0,3,0,0
"6-8 Weeks","2005/06","S08000031","S12000011","under 20",26,4,0,22,0,0,4,0,0
"6-8 Weeks","2005/06","S08000031","S12000011","20-24",45,3,6,36,0,0,9,0,0
"6-8 Weeks","2005/06","S08000031","S12000011","25-29",147,63,10,74,0,0,73,0,0
"6-8 Weeks","2005/06","S08000031","S12000011","30-34",293,122,28,143,0,0,150,0,0
"6-8 Weeks","2005/06","S08000031","S12000011","35-39",221,95,25,101,0,0,120,0,0
"6-8 Weeks","2005/06","S08000031","S12000011","40 and over",41,18,6,17,0,0,24,0,0
"6-8 Weeks","2005/06","S08000031","S12000011","Invalid or missing",20,10,3,7,0,0,13,0,0
"6-8 Weeks","2005/06","S08000031","S12000018","under 20",79,7,1,71,0,0,8,0,0
"6-8 Weeks","2005/06","S08000031","S12000018","20-24",195,24,9,162,0,0,33,0,0
"6-8 Weeks","2005/06","S08000031","S12000018","25-29",174,31,16,127,0,0,47,0,0
"6-8 Weeks","2005/06","S08000031","S12000018","30-34",213,41,15,157,0,0,56,0,0
"6-8 Weeks","2005/06","S08000031","S12000018","35-39",117,27,10,80,0,0,37,0,0
"6-8 Weeks","2005/06","S08000031","S12000018","40 and over",21,8,2,11,0,0,10,0,0
"6-8 Weeks","2005/06","S08000031","S12000018","Invalid or missing",8,1,0,7,0,0,1,0,0
"6-8 Weeks","2005/06","S08000031","S12000038","under 20",128,10,3,115,0,0,13,0,0
"6-8 Weeks","2005/06","S08000031","S12000038","20-24",291,32,18,241,0,0,50,0,0
"6-8 Weeks","2005/06","S08000031","S12000038","25-29",412,77,29,306,0,0,106,0,0
"6-8 Weeks","2005/06","S08000031","S12000038","30-34",472,136,53,283,0,0,189,0,0
"6-8 Weeks","2005/06","S08000031","S12000038","35-39",289,84,34,171,0,0,118,0,0
"6-8 Weeks","2005/06","S08000031","S12000038","40 and over",53,12,3,38,0,0,15,0,0
"6-8 Weeks","2005/06","S08000031","S12000038","Invalid or missing",33,5,2,26,0,0,7,0,0
"6-8 Weeks","2005/06","S08000031","S12000039","under 20",92,8,1,83,0,0,9,0,0
"6-8 Weeks","2005/06","S08000031","S12000039","20-24",206,30,13,163,0,0,43,0,0
"6-8 Weeks","2005/06","S08000031","S12000039","25-29",221,44,13,164,0,0,57,0,0
"6-8 Weeks","2005/06","S08000031","S12000039","30-34",208,40,19,149,0,0,59,0,0
"6-8 Weeks","2005/06","S08000031","S12000039","35-39",133,25,16,92,0,0,41,0,0
"6-8 Weeks","2005/06","S08000031","S12000039","40 and over",26,7,4,15,0,0,11,0,0
"6-8 Weeks","2005/06","S08000031","S12000039","Invalid or missing",21,5,2,14,0,0,7,0,0
"6-8 Weeks","2005/06","S08000031","S12000045","under 20",36,3,2,31,0,0,5,0,0
"6-8 Weeks","2005/06","S08000031","S12000045","20-24",90,12,5,73,0,0,17,0,0
"6-8 Weeks","2005/06","S08000031","S12000045","25-29",176,45,16,115,0,0,61,0,0
"6-8 Weeks","2005/06","S08000031","S12000045","30-34",311,130,42,139,0,0,172,0,0
"6-8 Weeks","2005/06","S08000031","S12000045","35-39",210,81,28,101,0,0,109,0,0
"6-8 Weeks","2005/06","S08000031","S12000045","40 and over",47,18,10,19,0,0,28,0,0
"6-8 Weeks","2005/06","S08000031","S12000045","Invalid or missing",14,6,2,6,0,0,8,0,0
"6-8 Weeks","2005/06","S08000031","S12000049","under 20",511,39,18,454,0,0,57,0,0
"6-8 Weeks","2005/06","S08000031","S12000049","20-24",1189,175,82,932,0,0,257,0,0
"6-8 Weeks","2005/06","S08000031","S12000049","25-29",1395,366,145,884,0,0,511,0,0
"6-8 Weeks","2005/06","S08000031","S12000049","30-34",1498,515,162,821,0,0,677,0,0
"6-8 Weeks","2005/06","S08000031","S12000049","35-39",925,309,91,525,0,0,400,0,0
"6-8 Weeks","2005/06","S08000031","S12000049","40 and over",199,65,32,102,0,0,97,0,0
"6-8 Weeks","2005/06","S08000031","S12000049","Invalid or missing",195,52,15,128,0,0,67,0,0
"6-8 Weeks","2005/06","S08000032","S12000029","under 20",185,15,1,169,0,0,16,0,0
"6-8 Weeks","2005/06","S08000032","S12000029","20-24",527,56,27,444,0,0,83,0,0
"6-8 Weeks","2005/06","S08000032","S12000029","25-29",790,174,41,575,0,0,215,0,0
"6-8 Weeks","2005/06","S08000032","S12000029","30-34",956,285,78,593,0,0,363,0,0
"6-8 Weeks","2005/06","S08000032","S12000029","35-39",535,142,48,345,0,0,190,0,0
"6-8 Weeks","2005/06","S08000032","S12000029","40 and over",78,27,11,40,0,0,38,0,0
"6-8 Weeks","2005/06","S08000032","S12000029","Invalid or missing",39,9,0,30,0,0,9,0,0
"6-8 Weeks","2005/06","S08000032","S12000050","under 20",247,16,8,223,0,0,24,0,0
"6-8 Weeks","2005/06","S08000032","S12000050","20-24",684,77,13,594,0,0,90,0,0
"6-8 Weeks","2005/06","S08000032","S12000050","25-29",900,161,47,692,0,0,208,0,0
"6-8 Weeks","2005/06","S08000032","S12000050","30-34",975,233,82,660,0,0,315,0,0
"6-8 Weeks","2005/06","S08000032","S12000050","35-39",516,136,54,326,0,0,190,0,0
"6-8 Weeks","2005/06","S08000032","S12000050","40 and over",92,20,11,61,0,0,31,0,0
"6-8 Weeks","2005/06","S08000032","S12000050","Invalid or missing",30,5,2,23,0,0,7,0,0
"6-8 Weeks","2004/05","RA2704","RA2704","under 20",10,2,0,8,0,0,2,0,0
"6-8 Weeks","2004/05","RA2704","RA2704","20-24",26,6,4,16,0,0,10,0,0
"6-8 Weeks","2004/05","RA2704","RA2704","25-29",27,8,1,18,0,0,9,0,0
"6-8 Weeks","2004/05","RA2704","RA2704","30-34",31,9,2,20,0,0,11,0,0
"6-8 Weeks","2004/05","RA2704","RA2704","35-39",14,7,1,6,0,0,8,0,0
"6-8 Weeks","2004/05","RA2704","RA2704","40 and over",2,1,0,1,0,0,1,0,0
"6-8 Weeks","2004/05","RA2704","RA2704","Invalid or missing",2,0,0,2,0,0,0,0,0
"6-8 Weeks","2004/05","S08000015","S12000008","under 20",104,7,4,93,0,0,11,0,0
"6-8 Weeks","2004/05","S08000015","S12000008","20-24",226,34,11,181,0,0,45,0,0
"6-8 Weeks","2004/05","S08000015","S12000008","25-29",246,49,22,175,0,0,71,0,0
"6-8 Weeks","2004/05","S08000015","S12000008","30-34",293,99,26,168,0,0,125,0,0
"6-8 Weeks","2004/05","S08000015","S12000008","35-39",128,41,9,78,0,0,50,0,0
"6-8 Weeks","2004/05","S08000015","S12000008","40 and over",25,8,3,14,0,0,11,0,0
"6-8 Weeks","2004/05","S08000015","S12000008","Invalid or missing",26,5,0,21,0,0,5,0,0
"6-8 Weeks","2004/05","S08000015","S12000021","under 20",119,9,2,108,0,0,11,0,0
"6-8 Weeks","2004/05","S08000015","S12000021","20-24",302,39,19,244,0,0,58,0,0
"6-8 Weeks","2004/05","S08000015","S12000021","25-29",300,57,26,217,0,0,83,0,0
"6-8 Weeks","2004/05","S08000015","S12000021","30-34",309,76,21,212,0,0,97,0,0
"6-8 Weeks","2004/05","S08000015","S12000021","35-39",162,46,19,97,0,0,65,0,0
"6-8 Weeks","2004/05","S08000015","S12000021","40 and over",37,9,6,22,0,0,15,0,0
"6-8 Weeks","2004/05","S08000015","S12000021","Invalid or missing",40,13,0,27,0,0,13,0,0
"6-8 Weeks","2004/05","S08000015","S12000028","under 20",80,4,3,73,0,0,7,0,0
"6-8 Weeks","2004/05","S08000015","S12000028","20-24",158,22,6,130,0,0,28,0,0
"6-8 Weeks","2004/05","S08000015","S12000028","25-29",212,54,14,144,0,0,68,0,0
"6-8 Weeks","2004/05","S08000015","S12000028","30-34",256,77,26,153,0,0,103,0,0
"6-8 Weeks","2004/05","S08000015","S12000028","35-39",179,75,18,86,0,0,93,0,0
"6-8 Weeks","2004/05","S08000015","S12000028","40 and over",36,13,4,19,0,0,17,0,0
"6-8 Weeks","2004/05","S08000015","S12000028","Invalid or missing",22,5,1,16,0,0,6,0,0
"6-8 Weeks","2004/05","S08000016","S12000026","under 20",47,4,3,40,0,0,7,0,0
"6-8 Weeks","2004/05","S08000016","S12000026","20-24",118,19,10,89,0,0,29,0,0
"6-8 Weeks","2004/05","S08000016","S12000026","25-29",187,71,13,103,0,0,84,0,0
"6-8 Weeks","2004/05","S08000016","S12000026","30-34",292,113,39,140,0,0,152,0,0
"6-8 Weeks","2004/05","S08000016","S12000026","35-39",173,79,26,68,0,0,105,0,0
"6-8 Weeks","2004/05","S08000016","S12000026","40 and over",37,25,4,8,0,0,29,0,0
"6-8 Weeks","2004/05","S08000016","S12000026","Invalid or missing",27,11,4,12,0,0,15,0,0
"6-8 Weeks","2004/05","S08000017","S12000006","under 20",108,8,2,98,0,0,10,0,0
"6-8 Weeks","2004/05","S08000017","S12000006","20-24",281,37,20,224,0,0,57,0,0
"6-8 Weeks","2004/05","S08000017","S12000006","25-29",346,87,36,223,0,0,123,0,0
"6-8 Weeks","2004/05","S08000017","S12000006","30-34",348,116,48,184,0,0,164,0,0
"6-8 Weeks","2004/05","S08000017","S12000006","35-39",197,75,31,91,0,0,106,0,0
"6-8 Weeks","2004/05","S08000017","S12000006","40 and over",37,17,1,19,0,0,18,0,0
"6-8 Weeks","2004/05","S08000017","S12000006","Invalid or missing",59,17,7,35,0,0,24,0,0
"6-8 Weeks","2004/05","S08000019","S12000005","under 20",30,0,0,30,0,0,0,0,0
"6-8 Weeks","2004/05","S08000019","S12000005","20-24",79,13,3,63,0,0,16,0,0
"6-8 Weeks","2004/05","S08000019","S12000005","25-29",112,18,8,86,0,0,26,0,0
"6-8 Weeks","2004/05","S08000019","S12000005","30-34",123,40,7,76,0,0,47,0,0
"6-8 Weeks","2004/05","S08000019","S12000005","35-39",66,23,4,39,0,0,27,0,0
"6-8 Weeks","2004/05","S08000019","S12000005","40 and over",16,6,0,10,0,0,6,0,0
"6-8 Weeks","2004/05","S08000019","S12000005","Invalid or missing",9,1,1,7,0,0,2,0,0
"6-8 Weeks","2004/05","S08000019","S12000014","under 20",117,5,3,109,0,0,8,0,0
"6-8 Weeks","2004/05","S08000019","S12000014","20-24",289,31,13,245,0,0,44,0,0
"6-8 Weeks","2004/05","S08000019","S12000014","25-29",409,75,16,318,0,0,91,0,0
"6-8 Weeks","2004/05","S08000019","S12000014","30-34",496,123,45,328,0,0,168,0,0
"6-8 Weeks","2004/05","S08000019","S12000014","35-39",244,67,20,157,0,0,87,0,0
"6-8 Weeks","2004/05","S08000019","S12000014","40 and over",27,2,4,21,0,0,6,0,0
"6-8 Weeks","2004/05","S08000019","S12000014","Invalid or missing",13,3,0,10,0,0,3,0,0
"6-8 Weeks","2004/05","S08000019","S12000030","under 20",35,2,1,32,0,0,3,0,0
"6-8 Weeks","2004/05","S08000019","S12000030","20-24",100,11,4,85,0,0,15,0,0
"6-8 Weeks","2004/05","S08000019","S12000030","25-29",158,41,9,108,0,0,50,0,0
"6-8 Weeks","2004/05","S08000019","S12000030","30-34",264,103,39,122,0,0,142,0,0
"6-8 Weeks","2004/05","S08000019","S12000030","35-39",173,81,25,67,0,0,106,0,0
"6-8 Weeks","2004/05","S08000019","S12000030","40 and over",26,12,0,14,0,0,12,0,0
"6-8 Weeks","2004/05","S08000019","S12000030","Invalid or missing",30,14,2,14,0,0,16,0,0
"6-8 Weeks","2004/05","S08000022","S12000017","under 20",2,0,0,2,0,0,0,0,0
"6-8 Weeks","2004/05","S08000022","S12000017","20-24",5,0,0,5,0,0,0,0,0
"6-8 Weeks","2004/05","S08000022","S12000017","25-29",3,3,0,0,0,0,3,0,0
"6-8 Weeks","2004/05","S08000022","S12000017","30-34",1,1,0,0,0,0,1,0,0
"6-8 Weeks","2004/05","S08000022","S12000017","40 and over",1,1,0,0,0,0,1,0,0
"6-8 Weeks","2004/05","S08000022","S12000035","under 20",39,3,2,34,0,0,5,0,0
"6-8 Weeks","2004/05","S08000022","S12000035","20-24",120,16,10,94,0,0,26,0,0
"6-8 Weeks","2004/05","S08000022","S12000035","25-29",156,60,10,86,0,0,70,0,0
"6-8 Weeks","2004/05","S08000022","S12000035","30-34",205,77,22,106,0,0,99,0,0
"6-8 Weeks","2004/05","S08000022","S12000035","35-39",128,54,15,59,0,0,69,0,0
"6-8 Weeks","2004/05","S08000022","S12000035","40 and over",23,14,4,5,0,0,18,0,0
"6-8 Weeks","2004/05","S08000022","S12000035","Invalid or missing",26,10,3,13,0,0,13,0,0
"6-8 Weeks","2004/05","S08000024","S12000010","under 20",50,3,1,46,0,0,4,0,0
"6-8 Weeks","2004/05","S08000024","S12000010","20-24",108,14,4,90,0,0,18,0,0
"6-8 Weeks","2004/05","S08000024","S12000010","25-29",189,67,11,111,0,0,78,0,0
"6-8 Weeks","2004/05","S08000024","S12000010","30-34",314,118,47,149,0,0,165,0,0
"6-8 Weeks","2004/05","S08000024","S12000010","35-39",188,87,21,80,0,0,108,0,0
"6-8 Weeks","2004/05","S08000024","S12000010","40 and over",33,14,9,10,0,0,23,0,0
"6-8 Weeks","2004/05","S08000024","S12000010","Invalid or missing",1,0,0,1,0,0,0,0,0
"6-8 Weeks","2004/05","S08000024","S12000019","under 20",65,4,0,61,0,0,4,0,0
"6-8 Weeks","2004/05","S08000024","S12000019","20-24",154,14,9,131,0,0,23,0,0
"6-8 Weeks","2004/05","S08000024","S12000019","25-29",215,71,16,128,0,0,87,0,0
"6-8 Weeks","2004/05","S08000024","S12000019","30-34",253,81,24,148,0,0,105,0,0
"6-8 Weeks","2004/05","S08000024","S12000019","35-39",129,51,13,65,0,0,64,0,0
"6-8 Weeks","2004/05","S08000024","S12000019","40 and over",24,13,5,6,0,0,18,0,0
"6-8 Weeks","2004/05","S08000024","S12000019","Invalid or missing",2,0,0,2,0,0,0,0,0
"6-8 Weeks","2004/05","S08000024","S12000036","under 20",236,15,14,207,0,0,29,0,0
"6-8 Weeks","2004/05","S08000024","S12000036","20-24",589,123,66,400,0,0,189,0,0
"6-8 Weeks","2004/05","S08000024","S12000036","25-29",789,306,111,372,0,0,417,0,0
"6-8 Weeks","2004/05","S08000024","S12000036","30-34",1398,690,204,504,0,0,894,0,0
"6-8 Weeks","2004/05","S08000024","S12000036","35-39",911,503,143,265,0,0,646,0,0
"6-8 Weeks","2004/05","S08000024","S12000036","40 and over",197,110,34,53,0,0,144,0,0
"6-8 Weeks","2004/05","S08000024","S12000036","Invalid or missing",25,14,5,6,0,0,19,0,0
"6-8 Weeks","2004/05","S08000024","S12000040","under 20",142,9,5,128,0,0,14,0,0
"6-8 Weeks","2004/05","S08000024","S12000040","20-24",346,46,17,283,0,0,63,0,0
"6-8 Weeks","2004/05","S08000024","S12000040","25-29",487,122,44,321,0,0,166,0,0
"6-8 Weeks","2004/05","S08000024","S12000040","30-34",626,200,57,369,0,0,257,0,0
"6-8 Weeks","2004/05","S08000024","S12000040","35-39",305,92,37,176,0,0,129,0,0
"6-8 Weeks","2004/05","S08000024","S12000040","40 and over",52,26,3,23,0,0,29,0,0
"6-8 Weeks","2004/05","S08000024","S12000040","Invalid or missing",5,2,0,3,0,0,2,0,0
"6-8 Weeks","2004/05","S08000029","S12000047","under 20",275,16,11,248,0,0,27,0,0
"6-8 Weeks","2004/05","S08000029","S12000047","20-24",672,94,44,534,0,0,138,0,0
"6-8 Weeks","2004/05","S08000029","S12000047","25-29",865,228,81,556,0,0,309,0,0
